,GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
5155,0,15,22,32,33,2,4,2,26,32,23,0,32,1,39,0,24,12,0,36,39,0,39,29,0,39,25
5156,0,15,14,32,33,2,31,2,46,32,5,0,32,0,39,0,24,10,0,39,39,0,39,35,1,39,25
5157,0,20,14,3,33,2,31,2,46,47,24,0,27,0,39,0,24,13,0,39,39,1,39,35,1,39,38
5158,0,41,22,32,6,2,4,2,26,32,23,0,32,0,39,0,36,12,1,36,39,1,39,47,1,39,25
5159,0,20,14,32,6,18,16,18,46,47,23,0,27,0,39,0,5,10,0,39,39,1,39,35,1,39,38
5160,0,41,14,32,6,2,16,2,46,32,9,0,32,0,39,0,5,13,1,39,39,1,39,8,1,39,25
5161,0,15,28,32,6,18,16,18,46,47,23,1,27,1,39,0,5,7,0,39,39,1,39,8,1,39,38
5162,0,41,22,42,33,2,4,2,37,47,5,0,27,0,39,0,36,12,1,39,39,0,39,47,0,39,25
5163,0,15,14,42,33,2,16,2,26,35,23,0,32,1,39,0,24,7,1,39,39,1,39,29,0,39,25
5164,0,41,14,32,33,2,16,2,46,32,5,0,32,0,39,0,24,10,0,39,39,1,39,29,1,39,25
5165,0,41,14,3,33,2,31,2,46,35,23,0,32,0,39,0,24,10,0,39,39,0,39,8,0,39,11
5166,0,41,22,3,33,2,4,2,26,35,5,0,32,0,39,0,24,12,0,36,39,0,39,47,0,39,38
5167,0,15,22,32,33,2,4,2,26,32,5,0,32,0,39,0,36,12,0,39,39,0,39,47,0,39,25
5168,0,20,14,42,6,2,4,2,46,32,23,0,32,0,39,0,36,7,1,39,39,1,39,47,1,39,25
5169,0,15,28,32,6,2,16,2,46,32,23,0,32,1,39,0,5,7,1,36,39,0,39,35,1,39,11
5170,0,41,22,42,33,2,16,2,46,32,23,0,32,0,39,0,24,12,1,36,39,1,39,29,0,39,25
5171,0,41,14,32,33,34,4,34,37,47,5,0,27,0,43,0,5,10,0,43,43,1,43,47,0,36,38
5172,0,41,14,42,6,2,16,2,46,32,24,1,32,0,39,0,5,7,1,39,39,1,39,8,1,39,25
5173,0,41,22,42,33,34,4,34,26,47,23,0,27,0,36,0,24,12,1,43,43,0,39,29,0,39,25
5174,0,41,22,32,6,2,16,2,26,35,5,0,30,0,39,0,36,12,0,39,39,1,39,35,1,39,25
5175,0,41,22,3,33,17,16,17,26,47,23,0,32,0,36,0,24,13,0,36,39,1,36,8,0,39,25
5176,0,41,22,32,33,2,4,2,26,32,5,0,32,0,39,0,36,12,1,36,39,0,39,47,0,39,25
5177,0,20,14,32,33,2,16,2,46,32,23,0,32,0,39,0,24,7,1,39,39,1,39,8,1,39,25
5178,0,41,28,32,6,2,4,2,37,47,23,1,27,0,39,0,5,7,1,39,39,1,39,47,1,39,38
5179,0,41,22,32,33,2,4,2,26,32,24,0,32,0,39,0,36,12,0,36,39,1,39,29,0,39,25
5180,0,15,22,3,33,17,4,18,26,47,24,0,27,0,36,0,36,12,0,36,39,1,39,47,0,39,38
5181,0,20,14,3,33,34,31,34,46,47,23,0,27,0,36,0,24,10,0,43,36,1,39,35,0,39,38
5182,0,20,14,3,33,2,16,2,46,35,23,0,32,0,39,0,24,10,0,39,39,0,39,47,0,39,38
5183,0,15,22,32,33,2,4,2,37,32,23,0,32,0,39,0,36,12,0,39,39,0,39,29,0,39,25
5184,0,15,28,42,6,2,16,2,19,32,23,1,32,1,39,0,23,7,1,39,39,1,39,8,1,39,25
5185,1,20,14,32,33,18,16,18,46,47,23,0,27,0,39,0,24,13,0,39,39,1,39,47,0,39,38
5186,0,41,28,32,6,2,4,2,37,32,23,0,32,0,39,0,5,10,1,39,39,1,39,29,1,39,25
5187,0,41,22,3,33,2,16,2,46,32,5,0,32,0,39,0,24,12,0,39,39,0,39,29,0,39,25
5188,0,41,28,42,6,2,4,2,37,35,23,1,32,0,39,0,5,7,1,39,39,1,39,47,1,39,25
5189,0,20,14,32,33,2,4,2,26,32,23,0,32,0,39,0,24,10,0,36,39,1,39,47,0,39,25
5190,0,15,28,32,6,18,16,18,46,32,5,0,32,0,39,0,5,7,1,39,39,0,39,29,1,39,25
5191,0,15,28,3,6,2,4,2,19,35,5,1,32,0,39,0,23,12,0,39,39,1,39,47,1,39,25
5192,0,41,14,42,6,2,16,2,46,32,5,1,32,0,39,0,5,7,1,39,39,1,39,8,1,39,25
5193,0,41,28,42,6,2,31,2,19,32,23,1,32,0,39,0,23,7,1,39,39,1,39,35,1,39,25
5194,0,41,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,39,39,1,39,47,0,39,25
5195,0,41,28,3,6,2,4,2,37,32,23,1,32,0,39,0,5,12,1,39,39,1,39,47,1,39,25
5196,0,15,22,42,33,2,4,2,26,35,23,0,30,1,39,0,24,12,1,39,39,1,39,47,0,39,25
5197,0,41,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,1,39,39,1,39,47,0,39,25
5198,0,15,14,32,6,2,16,2,46,35,23,1,30,1,39,0,5,10,0,36,39,0,39,8,1,39,25
5199,0,41,14,32,33,2,31,2,46,32,23,0,32,0,39,0,24,7,1,39,39,1,39,8,0,39,25
5200,0,41,14,32,6,2,16,2,46,32,23,0,32,0,39,0,5,7,1,39,39,1,39,35,1,39,25
5201,0,41,22,3,33,2,4,2,26,35,24,0,32,0,39,0,36,10,0,39,39,1,39,47,0,39,11
5202,0,15,22,42,6,2,4,2,26,32,23,0,32,1,39,0,36,10,1,39,39,0,39,47,1,39,25
5203,0,41,14,32,33,34,16,34,46,47,9,0,27,0,36,0,24,10,0,43,43,1,39,8,0,39,38
5204,0,15,22,42,33,2,16,2,26,35,23,0,32,1,39,0,24,12,1,36,39,1,39,29,0,39,25
5205,0,41,28,3,6,2,16,2,46,35,9,0,30,0,39,0,5,10,0,36,39,1,39,8,1,39,38
5206,0,41,14,32,33,2,16,2,46,47,23,0,27,0,39,0,24,10,0,39,39,1,39,29,0,39,38
5207,0,15,22,3,33,2,4,2,26,32,24,0,32,0,39,0,36,12,0,39,39,1,39,47,0,39,11
5208,0,41,14,32,33,34,4,34,46,47,5,0,27,0,43,0,5,10,0,43,39,0,43,47,1,39,38
5209,0,20,28,45,6,2,16,2,19,35,5,1,30,0,39,0,23,12,1,39,39,1,39,8,1,39,11
5210,0,15,28,32,6,2,16,2,19,32,23,1,32,0,39,0,23,10,1,36,39,1,39,35,1,39,25
5211,0,41,14,42,33,2,16,2,46,32,23,0,32,0,39,0,24,7,1,36,39,1,39,35,1,39,25
5212,0,41,22,3,33,2,4,2,26,35,23,0,32,0,39,0,24,10,0,39,39,0,39,47,0,39,25
5213,0,41,14,32,6,2,16,2,46,32,23,0,32,0,39,0,5,10,1,39,39,0,39,8,1,39,25
5214,0,15,28,42,33,2,31,2,46,35,9,0,30,1,39,0,24,7,1,39,39,1,39,35,1,39,25
5215,0,15,28,32,6,2,16,2,19,47,9,1,27,0,39,0,23,10,0,39,39,1,39,35,1,39,38
5216,0,41,22,3,6,2,16,2,26,47,23,0,27,0,39,0,36,10,0,36,39,0,39,8,1,39,38
5217,0,41,14,32,6,17,16,18,46,47,23,0,27,0,43,0,5,13,1,43,39,1,39,29,1,39,38
5218,0,41,28,32,33,2,16,2,46,32,23,0,32,0,39,0,36,7,1,36,39,1,39,47,0,39,25
5219,0,15,28,32,6,2,4,2,37,47,23,1,27,0,39,0,5,7,1,39,39,1,39,47,1,39,38
5220,0,15,14,32,6,2,16,2,46,32,23,0,32,1,39,0,5,13,0,39,39,1,39,8,1,39,25
5221,0,41,28,3,6,18,31,17,46,47,5,0,32,0,39,0,5,7,0,43,43,1,39,35,1,36,11
5222,0,41,22,45,33,2,4,2,26,32,5,0,32,0,39,0,24,12,0,39,39,0,39,29,0,39,38
5223,0,41,22,42,33,2,4,2,26,32,5,0,32,0,39,0,36,13,1,39,39,1,39,47,0,39,25
5224,0,41,22,3,33,2,16,2,46,32,5,0,32,0,39,0,24,12,0,39,39,0,39,35,1,39,11
5225,0,41,28,32,33,2,16,2,46,32,5,0,32,0,39,0,24,10,1,39,39,1,39,8,1,39,25
5226,0,41,14,3,33,34,16,34,46,47,5,0,27,0,36,0,24,10,0,43,43,0,39,29,0,39,38
5227,0,41,14,32,33,18,16,17,46,47,23,0,27,0,39,0,5,10,0,39,39,1,39,8,1,39,25
5228,0,41,14,32,33,34,4,34,37,47,23,0,27,0,36,0,36,10,1,36,36,1,36,47,0,39,38
5229,0,20,22,3,33,34,4,34,26,47,5,0,27,0,36,0,24,12,0,36,36,1,39,29,0,39,38
5230,0,15,22,42,33,2,16,2,46,32,5,0,32,1,39,0,36,12,1,39,39,0,39,8,0,39,25
5231,0,41,22,32,33,2,4,2,26,32,24,0,32,0,39,0,36,13,0,39,39,1,39,29,0,39,25
5232,0,15,22,42,33,2,4,2,26,35,24,0,32,1,39,0,36,12,1,39,39,1,39,29,0,39,25
5233,0,15,22,42,33,2,4,2,26,35,23,0,30,0,39,0,24,12,1,39,39,1,39,47,0,39,25
5234,0,41,14,42,6,34,16,34,46,47,5,0,27,0,43,0,5,7,1,43,43,0,39,35,1,39,25
5235,0,41,22,32,6,18,16,18,46,32,5,0,32,0,39,0,36,12,0,39,39,1,39,8,1,39,25
5236,0,20,22,32,33,2,16,2,46,32,23,0,32,0,39,0,24,12,0,39,39,0,39,8,1,39,25
5237,0,15,28,42,6,2,4,2,46,32,23,0,32,1,39,0,5,7,1,36,39,1,39,8,1,39,25
5238,0,20,14,3,33,17,31,34,46,47,23,0,32,0,36,0,36,10,0,36,36,0,39,35,1,39,25
5239,0,41,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,36,39,0,39,47,0,39,25
5240,0,41,22,42,33,2,4,2,26,47,5,0,27,0,39,0,36,12,1,39,39,0,39,47,0,39,11
5241,0,41,28,3,6,2,4,2,46,35,23,0,30,0,39,0,5,10,0,39,39,1,39,8,1,39,25
5242,0,41,22,42,33,34,4,34,26,47,24,0,27,0,36,0,36,13,1,40,43,1,36,47,0,36,11
5243,0,15,22,42,6,2,4,2,26,32,5,0,32,1,39,0,36,12,1,39,39,1,39,8,1,39,25
5244,0,41,14,32,6,2,4,2,37,32,23,0,32,0,39,0,5,10,0,39,39,0,39,29,1,39,25
5245,0,15,28,42,33,2,16,2,46,32,5,0,32,0,39,0,24,7,1,39,39,0,39,29,0,39,25
5246,0,41,22,3,33,34,4,34,37,47,23,0,27,0,36,0,36,12,0,43,43,0,39,47,0,39,38
5247,0,41,14,32,33,18,4,18,26,47,5,0,27,0,39,0,36,7,1,39,39,1,39,29,0,39,38
5248,0,41,14,42,33,2,4,2,37,32,5,0,32,0,39,0,36,7,1,39,39,1,39,47,0,39,25
5249,0,15,14,32,6,34,16,17,46,32,5,0,32,1,36,0,36,10,0,36,39,1,39,35,1,39,25
5250,0,41,14,32,33,2,4,2,26,32,23,0,32,0,39,0,24,10,0,36,39,1,39,47,0,39,11
5251,0,20,14,32,33,34,4,34,26,47,23,0,27,0,36,0,24,7,1,43,43,1,36,47,0,39,38
5252,0,41,22,3,33,34,4,17,26,47,23,0,27,0,36,0,24,12,0,43,43,1,39,29,0,39,38
5253,0,41,22,32,33,17,4,18,26,47,5,0,27,0,39,0,24,12,0,39,39,0,39,47,0,39,38
5254,0,41,14,32,33,2,16,2,26,32,23,0,32,0,39,0,24,7,0,39,39,1,39,8,0,39,25
5255,0,41,22,3,33,18,4,18,26,47,23,0,27,0,39,0,24,12,0,39,39,0,39,29,0,39,38
5256,0,41,22,3,6,2,16,2,26,32,23,0,32,0,39,0,36,12,0,39,39,0,39,8,1,39,25
5257,0,15,22,42,6,2,4,2,26,35,5,0,30,1,39,0,36,13,1,36,39,0,39,29,1,39,25
5258,0,20,28,3,6,18,31,18,19,47,23,1,27,0,39,0,23,12,0,39,39,1,39,35,1,39,38
5259,0,15,22,32,6,2,4,2,46,35,5,1,30,1,39,0,36,12,0,39,39,1,39,8,1,39,25
5260,0,15,22,32,33,2,4,2,26,35,5,0,30,0,39,0,24,12,1,39,39,1,39,47,0,39,25
5261,0,41,22,42,33,17,4,17,26,47,23,0,27,0,39,0,24,12,1,39,39,0,39,47,0,39,38
5262,0,41,14,42,33,2,4,2,46,32,23,0,32,0,39,0,5,7,1,39,39,1,39,29,0,39,25
5263,0,20,28,42,6,17,16,17,46,32,23,0,32,0,43,0,5,7,1,43,39,1,39,8,1,40,25
5264,0,15,22,32,33,2,4,2,26,32,23,0,32,1,39,0,24,12,0,39,39,1,39,47,0,39,38
5265,0,15,14,42,33,2,31,2,46,35,5,0,30,1,39,0,24,7,1,39,39,1,39,35,1,39,25
5266,0,41,22,42,33,2,4,2,26,32,5,0,32,0,39,0,24,12,1,39,39,1,39,29,0,39,25
5267,0,41,22,3,6,2,16,2,26,35,23,0,32,0,39,0,36,12,0,39,39,0,39,8,1,39,25
5268,0,15,22,3,33,2,4,2,26,47,5,0,27,0,39,0,24,12,0,36,39,1,39,47,0,39,38
5269,0,41,14,32,33,2,31,2,46,47,5,0,27,0,39,0,36,10,0,39,39,1,39,8,0,39,38
5270,0,15,21,42,6,18,4,18,37,32,9,0,32,1,39,0,36,7,1,39,39,1,39,47,1,39,11
5271,0,41,14,3,6,2,16,2,46,35,5,0,30,0,39,0,5,10,0,39,39,1,39,35,1,39,11
5272,0,41,22,42,33,2,4,2,26,35,24,0,32,0,39,0,5,12,1,36,39,0,39,47,0,39,25
5273,1,20,14,32,6,2,16,2,46,47,5,1,27,0,39,0,5,7,1,39,39,1,39,35,1,39,38
5274,0,15,14,42,33,17,16,17,46,47,5,0,27,0,43,0,5,7,1,43,39,1,39,8,0,39,38
5275,0,15,22,42,33,2,4,2,26,35,23,0,30,1,39,0,24,12,1,36,39,0,39,29,0,39,25
5276,0,15,22,32,33,2,4,2,26,32,5,0,32,1,39,0,36,12,0,39,39,1,39,29,0,39,25
5277,0,41,14,3,33,2,31,2,46,47,5,0,32,0,39,0,36,12,0,39,39,1,39,35,1,39,38
5278,0,15,22,32,33,34,4,34,26,47,23,0,27,0,36,0,24,12,0,43,36,1,36,29,0,39,38
5279,0,41,22,32,33,2,4,2,26,35,23,0,30,0,39,0,24,12,0,36,39,0,39,47,0,39,25
5280,0,15,22,42,6,18,16,18,26,32,5,0,32,1,39,0,36,12,1,36,39,1,39,8,1,39,11
5281,0,41,14,42,33,17,16,17,46,47,5,0,27,0,36,0,36,7,1,36,39,1,39,29,0,39,25
5282,0,41,14,3,6,34,4,17,26,47,5,0,27,0,36,0,36,10,0,36,39,1,39,8,1,39,38
5283,0,41,22,42,33,2,4,2,26,32,5,0,32,0,39,0,24,13,1,39,39,0,39,29,0,39,25
5284,0,41,14,42,33,2,16,2,46,35,5,0,32,0,39,0,5,7,1,39,39,1,39,29,0,39,25
5285,0,20,28,3,6,2,4,2,46,32,23,1,32,0,39,0,5,7,0,39,39,1,39,47,1,39,25
5286,0,41,22,32,33,34,4,34,26,47,23,0,27,0,36,0,24,13,0,43,43,1,36,29,0,39,11
5287,0,41,28,32,6,2,31,2,19,32,23,1,32,0,39,0,23,10,1,39,39,0,39,35,1,39,25
5288,0,41,28,32,6,2,16,2,46,47,5,0,27,0,39,0,5,7,0,39,39,1,39,35,1,39,11
5289,0,15,22,42,33,2,4,2,26,32,5,0,32,1,39,0,24,13,1,39,39,0,39,29,0,39,25
5290,0,41,22,32,6,2,16,2,46,32,5,0,32,0,39,0,5,12,0,39,39,1,39,29,1,39,25
5291,0,15,14,42,33,2,31,2,46,32,5,0,32,1,39,0,24,7,1,39,39,1,39,8,0,39,25
5292,0,41,22,3,33,2,4,2,26,35,9,0,30,0,39,0,24,10,0,36,39,1,39,29,0,39,25
5293,0,41,14,32,33,2,31,2,46,32,9,0,32,0,39,0,24,10,1,39,39,0,39,8,0,39,25
5294,0,15,22,32,33,18,4,18,26,47,5,0,27,0,39,0,24,10,0,39,39,0,39,47,0,39,25
5295,0,15,22,42,33,2,16,2,37,32,5,0,32,0,39,0,5,12,1,39,39,0,39,29,0,39,25
5296,0,41,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,13,0,39,39,0,39,47,0,39,25
5297,0,41,28,3,6,18,31,17,46,47,9,1,27,0,39,0,5,7,0,36,36,1,39,35,1,39,38
5298,0,41,14,32,33,2,4,2,26,32,23,0,32,0,39,0,24,10,0,39,39,1,39,47,0,39,25
5299,0,41,22,42,33,2,4,2,26,32,23,0,32,0,39,0,24,12,1,39,39,0,39,47,0,39,25
5300,0,41,14,42,6,2,16,2,26,32,5,0,32,0,39,0,36,7,1,39,39,1,39,8,1,39,25
5301,0,15,14,42,33,2,16,2,46,32,5,0,32,1,39,0,36,7,1,39,39,1,39,8,1,39,25
5302,0,41,14,32,33,34,16,34,37,47,9,0,27,0,36,0,24,13,0,36,36,1,43,29,0,39,38
5303,0,41,22,3,33,18,4,18,26,47,5,0,27,0,39,0,24,12,0,39,39,1,39,47,0,39,38
5304,0,41,14,3,33,2,4,2,46,35,23,0,32,0,39,0,24,10,0,36,39,0,39,29,0,39,11
5305,0,41,14,32,33,2,4,2,26,32,5,0,32,0,39,0,24,7,1,39,39,1,39,47,0,39,11
5306,0,15,22,42,6,34,4,34,26,47,5,0,27,1,36,0,24,10,1,43,43,1,43,47,1,39,38
5307,0,20,28,32,6,34,4,34,26,32,23,0,32,0,36,0,36,7,1,43,43,1,40,47,1,39,25
5308,0,15,28,42,33,2,4,2,37,32,23,0,32,1,39,0,24,7,1,39,39,1,39,29,0,39,25
5309,0,20,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,1,36,39,0,39,47,0,39,25
5310,0,41,22,32,33,34,4,34,26,47,23,0,27,0,36,0,24,12,0,43,43,0,36,47,0,39,38
5311,0,41,14,32,33,2,16,2,46,32,23,0,32,0,39,0,24,10,0,39,39,1,39,47,0,39,25
5312,0,20,14,32,33,2,4,2,26,32,5,0,32,0,39,0,36,10,1,39,39,1,39,47,0,39,25
5313,0,41,14,32,6,2,31,2,46,32,9,1,32,0,39,0,5,10,0,39,39,1,39,35,1,39,25
5314,0,41,14,32,33,2,16,2,46,32,23,0,32,0,39,0,24,7,0,39,39,1,39,29,0,39,25
5315,1,20,28,32,6,2,16,2,19,32,23,1,32,0,39,0,23,7,1,36,39,0,39,29,1,39,25
5316,0,41,14,42,33,2,16,2,26,35,5,0,32,0,39,0,24,7,1,39,39,1,39,47,0,39,25
5317,0,41,14,32,33,2,31,2,46,47,5,0,27,0,39,0,24,7,0,39,39,1,39,8,0,39,38
5318,0,41,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,39,39,0,39,29,0,39,25
5319,0,20,22,32,33,2,4,2,26,32,5,0,32,0,39,0,24,12,0,36,39,1,39,47,0,39,25
5320,0,41,22,32,33,2,16,2,46,32,5,0,32,0,39,0,24,10,0,39,39,1,39,29,0,39,25
5321,0,41,14,3,33,17,31,34,46,47,9,0,32,0,36,0,24,13,0,43,43,1,39,8,0,39,25
5322,0,15,22,3,33,2,4,2,26,47,5,0,27,0,39,0,24,12,0,36,39,1,39,47,0,39,38
5323,0,41,22,32,33,34,4,34,37,47,23,0,27,0,36,0,36,12,0,36,36,0,39,29,0,39,38
5324,0,41,14,42,6,2,31,17,46,47,5,1,27,0,39,0,36,7,1,36,36,1,39,35,1,39,38
5325,0,15,28,42,6,2,4,2,37,47,5,1,27,0,39,0,5,7,1,39,39,1,39,47,1,39,25
5326,0,41,28,32,33,2,16,2,19,32,23,0,32,0,39,0,23,13,1,36,39,1,39,8,1,39,25
5327,1,20,28,3,6,2,4,2,46,35,5,1,32,0,39,0,5,10,1,39,39,1,39,47,1,39,11
5328,0,41,14,32,33,2,4,2,46,47,5,0,27,0,39,0,24,10,0,39,39,1,39,29,0,39,38
5329,0,41,28,32,6,2,16,2,19,32,23,1,32,0,39,0,23,7,0,39,39,1,39,35,1,39,25
5330,0,41,14,32,33,18,16,18,46,47,23,0,27,0,39,0,36,10,0,39,39,1,36,29,0,39,38
5331,0,20,28,3,6,34,16,34,19,47,23,1,27,0,43,0,23,13,1,43,43,1,39,35,1,36,38
5332,0,41,22,32,33,2,4,2,26,32,5,0,32,0,39,0,24,12,0,39,39,1,39,47,0,39,25
5333,0,41,14,32,6,34,4,34,26,47,23,0,27,0,36,0,36,10,1,40,43,1,39,29,1,39,38
5334,0,41,22,3,33,2,4,2,37,47,23,0,32,0,39,0,24,12,0,39,39,1,39,29,0,39,25
5335,0,15,14,42,33,2,31,2,46,32,5,0,32,1,39,0,36,7,1,39,39,0,39,8,0,39,25
5336,0,15,22,42,33,2,16,2,46,32,23,0,32,1,39,0,24,12,1,36,39,0,39,29,0,39,25
5337,0,15,14,32,33,2,4,2,26,47,23,0,27,0,39,0,24,10,1,39,39,1,39,47,0,39,38
5338,0,41,22,32,33,2,4,2,26,47,5,0,27,0,39,0,24,12,0,39,39,1,39,47,0,39,11
5339,0,41,22,3,33,2,31,2,46,32,5,0,32,0,39,0,24,12,0,39,39,1,39,8,0,39,11
5340,0,41,28,32,6,2,16,2,46,32,5,0,32,0,39,0,5,10,1,36,39,1,39,29,1,39,25
5341,0,20,28,3,6,17,4,17,26,47,24,0,27,0,43,0,5,12,0,43,39,1,43,47,1,39,38
5342,0,20,14,3,33,2,16,2,46,32,9,0,32,0,39,0,24,10,0,39,39,1,39,8,0,39,25
5343,0,15,22,42,6,2,16,2,26,32,5,0,32,1,39,0,36,12,1,39,39,0,39,8,1,39,25
5344,0,15,28,42,33,2,4,2,37,35,5,1,32,1,39,0,36,7,1,39,39,1,39,47,0,39,25
5345,0,41,14,3,6,2,31,2,46,35,9,0,30,0,39,0,5,12,0,39,39,0,39,35,1,39,11
5346,0,41,28,32,6,2,16,2,19,32,5,1,32,0,39,0,23,10,1,39,39,1,39,8,1,39,25
5347,0,15,28,42,6,2,16,2,46,35,24,0,30,1,39,0,5,7,1,36,39,1,39,29,1,39,25
5348,0,20,14,32,33,2,16,2,46,47,23,0,27,0,39,0,5,13,0,39,39,0,39,29,0,39,38
5349,0,41,22,32,33,2,4,2,26,32,9,0,32,0,39,0,24,12,1,39,39,1,39,47,0,39,25
5350,0,41,14,42,6,2,4,2,46,32,23,1,32,0,39,0,5,7,1,39,39,1,39,29,1,39,25
5351,0,41,22,32,33,2,31,18,46,32,5,0,32,0,39,0,24,13,0,39,39,1,39,35,0,39,25
5352,0,41,22,32,6,2,16,2,26,32,5,0,32,0,39,0,36,12,0,36,39,1,39,8,1,39,25
5353,0,41,22,32,6,2,4,2,26,32,23,0,32,0,39,0,36,12,0,39,39,0,39,29,1,39,25
5354,1,20,21,42,6,2,4,2,37,47,5,1,27,0,39,0,5,7,1,39,39,1,39,47,1,39,38
5355,0,41,22,42,33,2,4,2,26,35,23,0,30,0,39,0,24,12,1,39,39,0,39,47,0,39,25
5356,0,41,22,32,33,2,16,2,26,32,24,0,32,0,39,0,5,12,0,39,39,1,39,29,0,39,25
5357,0,41,22,42,33,34,4,34,26,47,5,0,27,0,36,0,36,12,1,36,36,0,40,47,0,39,25
5358,0,41,22,32,33,17,4,17,26,32,5,0,32,0,36,0,24,12,0,43,36,0,39,29,0,39,25
5359,0,41,14,45,6,2,4,2,26,35,23,0,32,0,39,0,36,12,0,36,39,1,39,8,1,39,11
5360,0,20,22,3,33,2,16,2,26,35,23,0,32,0,39,0,24,12,0,39,39,0,39,29,0,39,25
5361,0,41,14,3,33,2,16,2,46,32,23,0,32,0,39,0,5,12,0,39,39,1,39,35,1,39,11
5362,0,41,22,3,33,34,4,34,26,47,5,0,27,0,36,0,36,12,0,36,39,0,40,47,0,39,38
5363,0,41,28,3,6,2,16,2,46,35,23,1,32,0,39,0,5,12,0,39,39,1,39,8,1,39,25
5364,0,41,14,32,6,2,4,2,37,35,23,1,30,0,39,0,5,7,0,39,39,1,39,8,1,39,25
5365,0,15,22,42,33,2,4,2,26,35,23,0,32,1,39,0,24,13,1,36,39,1,39,29,0,39,25
5366,0,41,14,32,33,2,16,2,46,35,9,0,30,0,39,0,24,7,1,36,39,1,39,29,0,39,25
5367,0,20,22,3,33,2,16,2,46,47,5,0,27,0,39,0,36,12,0,39,39,0,39,29,0,39,38
5368,0,41,14,3,33,2,4,2,26,35,24,0,30,0,39,0,24,10,0,39,39,1,39,47,0,39,11
5369,0,15,14,42,33,2,31,2,46,35,23,0,32,1,39,0,24,7,1,36,39,1,39,8,0,39,25
5370,0,15,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,39,39,0,39,47,0,39,25
5371,0,41,22,45,6,17,16,17,26,47,24,0,32,0,36,0,36,12,0,36,39,1,39,35,1,39,25
5372,0,41,14,32,6,2,31,2,46,32,5,1,32,0,39,0,36,10,0,39,39,1,39,35,1,39,25
5373,0,15,14,42,6,2,16,2,46,47,5,1,27,1,39,0,5,7,1,36,39,0,39,35,1,39,38
5374,0,41,22,32,6,17,4,17,26,47,5,0,27,0,36,0,24,13,0,36,39,1,39,47,1,39,38
5375,0,41,28,3,6,2,16,2,19,32,5,1,32,0,39,0,23,7,1,39,39,1,39,8,1,39,25
5376,0,41,28,3,6,2,16,2,19,47,23,1,27,0,39,0,23,10,0,39,39,1,39,35,1,39,38
5377,0,15,28,3,6,18,31,17,19,47,5,1,32,0,39,0,23,7,0,39,39,1,39,35,1,40,25
5378,0,41,28,32,33,2,4,2,19,32,23,1,32,0,39,0,36,10,1,39,39,1,39,47,1,39,25
5379,0,41,14,42,6,17,4,18,37,47,24,1,27,0,43,0,5,7,1,43,39,1,39,8,1,39,11
5380,0,41,14,32,33,2,4,2,37,47,9,1,27,0,39,0,24,13,1,39,39,1,39,47,0,39,38
5381,0,41,21,42,6,2,31,2,44,32,5,1,32,0,39,0,40,7,1,36,39,1,39,35,1,39,25
5382,0,20,28,32,6,17,4,17,37,47,23,1,27,0,39,0,36,7,0,39,39,1,39,8,1,39,38
5383,0,41,22,32,6,17,4,18,26,47,24,0,27,0,36,0,24,12,0,36,39,1,39,29,1,39,38
5384,0,41,14,3,33,34,31,34,46,47,23,0,27,0,36,0,24,12,0,43,43,1,39,8,0,39,38
5385,0,41,14,32,6,2,16,2,46,32,5,1,32,0,39,0,5,10,0,39,39,1,39,8,1,39,25
5386,0,15,22,42,6,2,4,2,26,32,5,0,32,1,39,0,36,12,1,39,39,0,39,29,1,39,25
5387,0,20,22,3,33,18,31,17,46,47,5,0,27,0,39,0,24,12,0,39,39,1,39,8,0,39,38
5388,0,41,14,42,33,2,4,2,37,32,23,0,32,0,39,0,36,7,1,36,39,1,39,47,0,39,11
5389,0,15,22,45,6,2,16,2,26,47,5,0,30,0,39,0,36,12,0,36,39,0,39,35,1,39,11
5390,0,41,22,32,33,17,4,17,26,47,5,0,27,0,39,0,24,12,0,39,39,1,39,47,0,39,38
5391,0,41,22,42,33,18,16,18,46,47,23,0,27,0,39,0,24,12,1,39,39,1,39,8,0,39,25
5392,0,15,22,42,6,2,16,2,46,32,24,0,32,1,39,0,36,10,1,39,39,0,39,29,1,39,25
5393,0,15,22,42,33,2,4,2,46,32,5,0,32,1,39,0,36,12,1,39,39,0,39,29,1,39,25
5394,0,20,22,32,6,17,16,17,46,47,5,1,27,0,43,0,5,12,0,43,43,1,39,8,1,39,38
5395,0,20,14,3,6,2,4,2,46,47,5,0,27,0,39,0,5,10,0,39,39,1,39,8,1,39,38
5396,0,20,22,3,33,2,16,2,46,32,9,0,32,0,39,0,24,13,0,39,39,1,39,8,0,39,38
